deu_2012,xbnl_2012,xfra_2012
75387700,28049500,69429600
77650100,28842900,70633800
80699200,30494700,76192100
79428300,29607300,78235100
76761000,28231300,75465300
72200500,26607100,71456900
68739600,25022500,68388500
66305800,24353600,71455900
61402600,23380500,69928600
56957100,21641100,65105000
54092000,20301600,64620800
52679600,19389700,62243900
51917000,18881300,60031000
51795100,18717600,59598800
51053200,18792100,60954300
51245300,19639300,63596400
55146700,21087000,66371100
59431200,22883100,69138900
63065800,24611800,71139600
65203900,25495600,70987400
65850300,25730400,71454900
65522500,25643700,72197500
63544200,25330400,68298200
62435500,25055400,65739500
62333100,25046900,64259400
65325900,26012800,65276900
69013400,27441400,71285000
68870700,27053200,73794500
66362200,26128400,71973500
61787900,25166300,68844300
59072300,23887100,66495800
58356900,23436700,70411800
55118000,22670800,69670300
51488000,21175100,65174800
48463000,19879600,64277000
46700900,18987900,61715500
45799200,18485400,58867100
45568000,18250500,57839700
44921600,18274200,58422100
43980700,18651600,59414200
46178700,19325600,61008300
49939900,20583700,62788000
54111600,21936100,65509700
57167600,23167500,66626400
61095500,23890900,67720600
61074800,24567400,68914000
59234500,23865700,64841800
57924400,23414400,62338200
58252200,23105300,60833400
60768800,23860000,62315600
65367300,26073600,67944600
66013700,26327900,71287000
64404600,25909000,71114100
61211700,25102700,68182200
59453000,23888200,65372200
59461100,23219300,68336500
55568900,21979900,67117600
51873300,20515700,63134700
49884600,19609300,62708500
49351000,19172700,60522100
49944500,18936400,58385800
51777800,19137300,58821900
56532700,20141100,62997200
67944800,23148600,71002100
77409700,26985300,75736300
79664100,29104600,76070300
79613500,30090300,76381600
80776300,30447500,76438600
82171500,30723800,77271500
82178400,30436600,76750000
81955200,30616400,75307100
80837200,30431000,73375100
80677400,30370500,72321200
81820700,31098900,73333900
83950800,32139400,77490500
82442900,31183500,79361600
79872200,30007600,75739300
75020800,28408800,70966800
70390100,26714800,66574400
66556600,25438900,68763700
60864300,23959100,67232500
56336000,21978000,62362700
53553700,20865200,61526900
52557700,20275000,59645000
53179900,19976400,57562700
54749900,20123700,58084300
58071700,21033200,62040600
67451400,23848700,69807800
76493000,27562800,75136200
79000400,29149700,75024200
78815200,29684000,75295300
79206300,29801800,75265900
80232300,30102600,75593900
80119500,29968600,75418100
80541700,30152900,74004700
79248800,30050200,72464600
79409900,29913100,71633700
80149400,30655900,73180700
81392800,31953800,78245900
79832000,31301800,80731800
77765100,30239000,77585800
72999900,28705100,72984200
67781500,26875400,68954300
64142300,25701200,71286000
58687000,24312300,69486600
55321600,22485800,64955700
53140800,21046900,64246600
52504800,20349500,62148600
53074100,19915400,60113500
54625700,20006000,60558400
58611100,21016600,64529500
68447500,23695100,71678900
77092200,27529300,76740100
79705500,29307800,77487600
79623800,29874100,77731200
80077000,30050400,77618200
80762500,30378800,78382400
80403600,29906100,77909000
80098800,30316200,76699900
79490400,30208900,75201000
79907900,30211600,74235500
82059900,30500000,75433800
84600700,31689300,80082600
83820800,30650700,82779700
81667700,29401700,79220200
77568400,28071700,74944700
73269000,26767900,71139600
69594200,25855400,73351600
64002000,24590200,72115000
59644000,22736400,67767800
57342400,21438000,67332600
55913900,20779100,65307400
55842600,20540600,63244700
56903100,20644700,63883200
59520900,21549800,68052600
68260000,24276900,76187200
76531000,27830100,81901600
78243600,29551600,81209200
77972100,30210100,81202300
78233200,30291300,80603100
78808300,30488600,80826100
78541500,29813700,79855700
78408100,29895300,77932500
77734100,29872900,75744200
78187200,29993200,74644100
80418600,30692900,76627200
83357300,32444000,82517400
82928300,31558300,85234200
81014400,30616300,82152100
77096800,29049400,77547500
72519100,27246900,73622600
69128400,26136000,76096800
64371200,24873000,74708000
60511200,22881000,70154500
58308600,21811700,69352000
57030700,20987100,67236400
56824900,20568800,65285700
57511500,20717000,65525400
60797600,21504200,69165400
69830000,24208800,76458300
78562200,27727300,81344700
80889000,29863900,81400700
80648600,30867200,81700200
81726300,31223400,81908500
82410700,31377700,82439800
81753900,30904300,82079400
80157500,30774000,79971600
78630000,30321400,78128000
78034200,30028900,76621300
80150600,30663800,77021100
82798300,31887600,81661000
81538900,30900100,82920100
79010800,29585400,79417600
74870100,28125600,75205000
71302200,26379800,71724100
69447000,25625800,74654000
64884200,24838300,72888000
60774600,23062700,67746200
58088900,21766000,66447700
56083000,20692300,63906700
54957000,20186100,61182100
54378400,19960000,60458200
54081700,20017000,62013100
54124200,20741900,64081600
58364900,22125600,66846500
62351500,23970400,69334400
65707700,25848200,71522700
67535400,26516900,71964700
68134600,26599300,72909600
67410000,26389300,74156000
65448900,25943500,70982500
64336700,25448300,68613400
64618500,25235600,67149000
66970600,26019700,68582000
71067600,28215200,73781800
70606400,28031700,75775600
68288700,27173400,73762100
64757700,26026100,70816500
62328500,24701000,68443500
62128400,24239700,72477400
59285100,23407500,72390000
55965700,22000500,67793300
53156900,20753500,66916200
51439700,19845300,64149300
50130800,19301900,61419800
49057700,19071200,60255900
47800500,19032600,60801000
45975200,19370100,61750800
47698100,20030000,63452000
50339000,21270700,65195400
53481300,23022700,68050600
56183100,24369000,69395300
59341500,25253800,70281200
59063100,25534200,71463800
57229700,25091000,67511400
55889800,24577500,64885000
55981800,24321000,63533500
58746800,25025600,64975400
62682700,26907000,70521800
63788100,27122000,73519500
63079600,26691600,72829000
60594000,25921700,70208500
59221800,24606300,67074300
59810700,23896200,69936500
56257800,22612400,68822600
53119000,21008800,64772100
51507600,19982300,64307500
50864600,19376500,62406900
50885300,19070000,60321700
52762400,19340200,60866800
56845600,20507800,65210100
67545700,23474300,73308300
77134800,27388300,78633800
80508300,29412800,78582800
80945400,29974000,78753700
82529200,30099700,78503200
83754100,30412500,79193700
83595400,30119400,78679000
82599300,30364400,77134000
81537700,30204700,75282600
81086800,30342100,74142200
82378500,31164300,75566400
84515500,32473500,80936100
83684000,31620400,83617500
81436500,30359100,80385100
76613800,28784600,76069300
73149400,27184900,71967600
70623600,26211800,74334700
65536300,24720500,72815300
61285300,22962500,68777500
58407500,21744800,68204800
57234300,21033600,66136300
56996200,20643000,64171900
57431000,20749600,64776000
60977000,21656400,69075100
69381400,24591000,76793200
77209600,28144900,81814200
79145300,29974500,81417400
79286800,30488300,81333900
80205800,30424300,80714100
80364500,30442900,80927300
79369600,29662600,80086500
78887700,29662400,78612200
78521900,29589500,76669400
78564500,29600800,75606700
80679700,30494300,77514100
83488400,32458300,83943600
82822500,31611100,86869600
80637100,30636000,84127300
76740300,29227700,79880200
73493300,27569200,76119400
70950300,26380400,78696700
66148200,24951100,77391300
62197400,23158400,73306400
59609400,21966100,73455700
58271800,21253100,71641600
58074000,20885400,69741000
59129800,21015200,70228200
62223800,21777700,74524300
71144600,24411700,81064800
79528300,28179000,85101600
81752800,30251400,86197700
81903500,30683900,86374500
82854700,30598200,85533800
83833500,30747200,85354000
83018000,30229700,84204900
82296800,30354700,81990000
81237500,30194800,79655300
80975300,30199100,78663300
82958200,30982200,80620800
85274700,32814800,86474700
84381000,31951000,89356500
82992700,30758200,86208500
79206300,29196900,81547000
75322100,27609000,77561300
72920500,26438000,79944100
68529100,25114200,78440300
64559800,23287500,74159900
62032900,21943100,75369000
60633100,21150300,72970500
59845200,20749100,70556200
60761900,20851700,70465900
63738600,21729500,74105900
72001500,24526800,80505900
79952800,28314000,84533900
81812600,30298100,83945600
81594100,30645900,84075200
81951800,30655100,84122400
82756900,30748300,84643900
81821800,30289000,84259900
81246700,30316000,82716800
80438100,30254200,80867300
79986100,30246800,79423500
81878200,31063200,80331100
83957700,32840500,83799200
82556800,32133000,85288200
80541700,30939200,81316200
76534400,29427700,76407200
73402500,27560300,72114000
70730600,26352700,73882000
66131000,24971700,72155200
61852300,22984400,67271800
58576600,21649900,68261800
56606300,20788100,65669800
56399300,20364900,63021800
57405700,20424600,62934400
60523800,21226200,66146200
68633800,23723000,73619700
77579900,27459200,78711400
80020600,29586000,78214400
80188500,30276500,78367600
80667000,30384000,78441300
80555500,30399300,79324300
79030300,29970400,78546400
77778900,30035900,77210600
76581600,29839900,74975100
75730400,29840300,73402600
77820300,30656700,73793600
79973500,31502600,76870800
78186100,30427300,77937400
74778100,29098200,74201200
69597600,27494100,69968900
65761800,25871300,66441800
63533900,25037100,68585000
58819300,24048100,66973200
54127700,22189900,62215400
51203900,20626800,60838400
49467100,19611200,57851500
49154300,19078700,55166200
49334900,18908900,54400000
49140500,19010900,55663200
49437200,19831500,58188400
54192100,21268400,61363800
58670900,23247500,63152400
61837400,24815100,64704300
64531100,25516300,64627700
65727300,25661000,65138400
65101600,25572100,66103900
62835700,25220300,63128800
61712000,24921700,61024000
61783300,24854900,59543800
64657600,25767500,60804000
68319800,27309400,65731700
68051800,26904200,68064400
65637600,26049500,66090200
61495800,24918600,63067900
59217200,23716400,60773500
57977300,23109000,64383100
54008100,22238100,63554100
50004300,20740800,59462300
47132300,19488200,58311200
45615200,18563100,55567900
45183800,18090600,52588900
45448400,17875100,51355200
44756000,17944700,51858100
43351600,18510900,53078000
45706000,19167300,54830200
49560300,20581400,56560900
53377800,22019300,59576200
57137700,23111400,61026000
60783800,23979800,61942300
60239800,24490400,63090500
58260300,24224600,59670500
56979000,23592500,57221900
56947900,23366300,55960800
59454200,24267500,57267100
63214100,26272800,62587600
64194100,26513400,65692400
62775900,26098100,65179700
60051100,25257900,62698600
58554700,24105100,60049600
58568500,23386500,62666200
54552100,21978700,61634900
50521800,20271400,57601000
48207700,19202400,57062800
47594600,18563400,55007000
48435400,18344800,52885500
50390700,18572400,53421800
54816600,19690500,57746400
65210800,22627600,65591200
74775800,26427600,71281100
77921500,28706300,71133800
77822600,29298300,71048300
78329800,29574100,70979600
79190200,29910500,71562000
78948600,29510800,71318400
78883100,29569600,69943300
77808800,29268100,68239200
77504000,29185400,67313000
78830200,29927900,68439600
80849900,31460900,73628500
79803200,30610900,76260800
77654700,29505400,73269100
73169000,27911400,68822600
69647100,26312600,65051000
66671600,25189000,67279600
60414600,23634700,65882900
55296300,21767100,61469900
52806100,20440800,60602600
51734100,19709000,58216900
52112500,19329800,56290800
53906800,19447200,56763200
57463200,20441300,60588900
66929200,23146700,67748100
75761500,26923900,73002900
78383900,29078800,72508800
77804200,29679400,72259400
78519600,29754100,72036400
79417900,29860600,72443000
78781900,29345200,71676900
78456400,29313400,70002300
77536200,29147100,68265700
77203800,29100500,67356200
78694500,29940900,68824600
80499100,31256500,73490000
79790600,30314900,75791300
77925000,29208400,72862400
73604900,27712500,68531900
69938100,26012100,64734700
66823400,24932900,67014400
60717100,23434400,65890800
55253700,21447600,61112400
52556500,20126200,60697900
51506400,19341300,58626400
51944600,19022000,56535300
53550300,19127000,56861400
57125100,20092900,60896300
66445000,22760500,67517300
75312900,26460300,72410600
77998600,28783300,73291600
77529300,29326400,73554900
77080700,29491500,73642300
77865200,29597100,74173700
77999700,29055400,73546000
77469500,29093500,72112000
76164000,28728600,70149600
75679800,28589300,68776500
77155500,29527400,69971800
79365000,30926500,74611700
78748500,30083800,76250000
76449300,28936200,73228800
72308600,27473500,68992600
68245000,25850700,65029400
64972800,24809200,67356200
59294300,23420800,65780800
54674000,21559600,61419800
52332200,20264500,61209600
51581200,19455400,59054700
51626000,19175000,56674800
52949900,19215400,56776000
55388300,20141500,60102700
62893200,22832100,67654800
71395400,26532300,72833900
74360600,28887300,72911500
73744100,29414600,73087400
73992500,29612000,73451700
74839000,29817500,74171700
73999400,29348700,73991000
73167800,29307600,72828000
72205100,29116700,71286000
72122300,29143300,69741000
73683100,30175200,70088700
75423300,31038100,74197200
74012100,30237700,75912200
71627700,29259900,72675800
67552600,27930500,68314800
64633500,26167400,64226000
62774800,25189300,66310200
57780700,23832000,64698400
53422600,21785000,60116400
50717400,20336800,59015400
49338300,19420800,56695400
49139300,18987200,54575900
50298700,19062600,54681900
52670400,19816400,58118600
58622600,22202200,65231700
67015500,25633600,70577800
71022700,27908800,70488500
71715100,28543900,70226200
72350000,28600500,69964900
72534100,28653900,70126000
71226300,28085800,69846100
69206600,27820500,67630300
