dnk_2012,deu_2012,fin_2012,pol_2012,xalp_2012,xbnl_2012,xbal_2012,nor_2012,swe_2012,xfra_2012,xhur_2012,xczs_2012,xgbr_2012,xgma_2012,xibe_2012,xita_2012,xskb_2012,xfwy_2012,hoy
4632050,77451100,9178820,18235200,17216400,27646900,3008740,11556600,15616600,52281400,10007100,10978600,45502300,7669520,45653300,41461000,7409740,6105970,5581
4661200,76790900,9035790,18267900,17287500,28025100,2983740,11578800,15532500,51202000,9867260,10855300,45538600,7489500,45615000,41781800,7462670,6060200,5582
4573740,75620000,8912760,17972800,17060000,27597500,2893660,11658400,15439500,50614700,9729000,10852200,44868300,7166850,44836100,41803100,7419810,6002720,5583
4396830,73242600,8726730,17598000,16978800,27196300,2859420,11592700,15291400,49596100,9742820,10670200,44289700,7009030,44344000,41683600,7334670,5926440,5584
4303340,71613900,8671720,17351900,16481800,26848400,2807230,11519500,14957100,48765200,9646070,10396800,44195100,7150620,44311200,41904300,7374500,5866030,5585
4440050,70122100,8543690,17053000,16051000,26209400,2737600,11335300,14751000,48394900,9496760,10123400,44781100,7445270,43764600,41466000,7316550,5840650,5586
4338520,68564800,8537690,16771400,15677800,25281100,2689600,11221500,14449800,48952800,9464430,10061100,44930100,7701140,42613800,40779800,7499390,5814130,5587
4126420,67313400,8513680,16954000,15122600,24533000,2652760,11165000,14301700,47729000,9773310,10285500,43821600,8237900,41722800,41116900,7741880,5914830,5588
3950510,66168900,8513680,17954600,15125600,23774000,2778530,11098400,14214600,46704500,10442700,10151600,42316700,8424990,43529700,42838500,8337440,6326720,5589
3983680,64477000,8511680,17295200,14505000,24300300,2534190,11246500,14067500,46521800,9864900,9545970,42326800,7870090,42756800,41312200,8210500,6084810,5590
3659000,59555400,8289640,15689200,13716200,23584400,2280150,10888300,13127900,48583500,9081990,8986480,42036800,7447880,39954800,38608800,7832760,5686450,5591
3252890,54955800,7894560,14497400,12636500,22159200,2068250,10143100,12071200,46201600,8443150,8590890,38101800,6925140,37151600,35855800,7197630,5105430,5592
2992540,51788200,7468480,13547900,12349300,20475300,1949550,9556260,11321700,40782800,7963820,8353070,33262600,6512710,34275300,33240400,6499490,4684510,5593
2849790,49989300,7295440,13084600,11935800,19378100,1832650,9215630,11164600,39767300,7601680,8082100,29663700,6184820,32357400,31303200,5808980,4438000,5594
2768370,48625200,7231430,12758800,11682200,18748900,1859650,9052720,10958400,37675200,7364060,7937460,28301700,5954630,31199700,29948000,5502680,4387340,5595
2764350,48620600,7300440,12793400,11623100,18609100,1873330,9051790,10943400,36063400,7383290,7950650,27325000,5862130,30402100,29160500,5312710,4361820,5596
2821650,49553400,7375460,12965400,11547100,18643300,1860390,9043460,10973400,36323700,7642780,8298260,26810100,5868130,30381600,28856900,5368110,4353840,5597
3022690,53683700,7988580,12961600,12479500,19317100,2123710,9240620,11346700,38470700,7984800,9166430,26864100,5924740,31609800,29521900,5450080,4434800,5598
3525300,61577400,8747730,14364800,14437000,20931700,2512330,9979280,12802700,40431200,9070640,9883300,28149900,6262650,33263100,30667600,5902670,4778960,5599
4195780,68112800,9030790,15997700,15855900,23202500,2851880,11182600,14450800,43591900,9984210,10370100,31686800,6814640,35599800,32994500,6631320,5221970,5600
4511420,72218900,9136810,17081900,16900800,25550700,3014400,11590800,15116200,47175000,10516500,10681400,37606500,7337980,38733100,36881100,7062620,5608690,5601
4601890,74533100,9148810,17605700,17339700,26820600,3050160,11663900,15221300,49810200,10875900,10792100,42313400,7521130,41798400,40114800,7389430,5869540,5602
4709450,77079600,9161810,17894000,17796900,27364800,3008080,11632500,15544500,51281600,11129100,11004200,44571500,7645340,43767700,41503500,7447380,5950560,5603
4701410,79481200,9145810,18237100,18183300,27772700,3010450,11608400,15612600,52734200,11397600,11118200,45157000,7743640,45304700,42645200,7609460,6131030,5604
4604910,78930200,9000780,18532200,17524000,27478100,3070760,11620400,15590600,53550400,11670900,11009800,45398600,7892320,46519500,43126900,7763430,6280610,5605
4629030,77842200,8912760,18554300,17679700,27678800,3025010,11508400,15450500,52592800,11595500,10786600,45606600,7698880,45935000,43150200,7795180,6267770,5606
4540570,76467700,8837750,18152600,17466400,27471300,3003340,11390900,15247300,52065400,11558000,10778100,44968700,7473150,45099800,43283800,7782700,6208340,5607
4362650,74566400,8746730,17834400,17130300,27392400,2942620,11284400,15205300,50854300,11472500,10624600,44388900,7452350,45002200,43131000,7745150,6127320,5608
4284240,72260300,8688720,17500900,16869000,26968800,2856000,11235400,14933100,49944800,11274300,10380600,44112700,7651720,44986900,43058100,7691970,6045480,5609
4458140,71066400,8593700,17229900,16313600,26640800,2848110,11101100,14859100,49357400,11004100,10128300,44854000,8009970,44378800,42552100,7732740,5982560,5610
4341540,70470600,8750730,16981000,15853800,25329300,2831730,11019700,14499800,49797500,10896100,10120200,45000300,8229950,43107800,42026800,7884640,5953760,5611
4106320,69078900,8814740,17217400,15276400,24686800,2833560,10911400,14328700,48190600,11097700,10378600,43769900,8690250,42372300,42091500,8086420,6047890,5612
3982680,67063800,8692720,18333200,15172700,24089800,2895690,10922500,14295700,47050300,11534200,10261200,42299500,8721490,43907900,43778800,8608120,6467460,5613
3956540,65569700,8466680,17562400,14802100,24413100,2625880,11118700,14269700,46817500,10939200,9658330,42205000,8140590,43057900,42226100,8464810,6203120,5614
3624820,60542200,8228630,16147700,14037200,23660200,2261290,10733700,13181900,48615900,10038500,9087160,41474900,7754020,40167800,39265700,8063340,5768530,5615
3234790,55265200,7701520,14797300,12895200,22102700,2115420,10111600,12146200,46086700,9448340,8657320,37393600,7269490,37487300,36645300,7427770,5189450,5616
2967410,51039400,7290440,13774700,12503400,20405900,2011860,9516460,11460800,40961600,8755730,8467100,32426400,6689750,34544600,33969200,6606140,4818820,5617
2815620,49076100,7111410,13198000,12198500,19291200,1945930,9186010,11151600,39921500,8386670,8129080,28994600,6327780,32510500,32069400,6012020,4590690,5618
2767370,48177800,7053400,12889500,11932900,18702800,1902080,9048090,11024500,37695800,8111680,8016010,27539800,6139920,31372600,30812300,5646580,4443420,5619
2768370,48145600,7104410,12759700,11777100,18512100,1869480,8977740,10986400,36238200,8096790,8037670,26435200,6018810,30805200,30041100,5508780,4426060,5620
2838740,48689600,7251430,12868400,11802600,18638800,1969380,9065680,11075500,36427800,8262990,8351590,25959100,6009280,30769900,29905500,5486050,4384260,5621
3065920,52757800,7911560,12924100,12957900,19112300,2237860,9277640,11406700,38442300,8552120,9181710,26013200,6105270,32037700,30465200,5648980,4456240,5622
3589640,60421500,8730730,14312900,14479800,20695800,2628360,9762680,12763700,40224000,9514940,9982760,27162400,6437500,33553100,31489500,6073110,4797500,5623
4254090,66649700,9080800,16151500,16209200,22780800,2902740,11327900,14511800,43133200,10336800,10448600,30712700,7049900,35877600,33760700,6782970,5321420,5624
4547610,69726500,9340850,17310600,17114000,25081200,3131310,11643600,15245300,46643600,10870100,10820600,36556600,7581530,39151300,37560200,7252900,5714440,5625
4632050,71416100,9350850,17917100,17560900,26373100,3180720,11584300,15350400,49103000,11166800,10916100,40966700,7832500,42093400,40833500,7573070,5912920,5626
4734580,73465700,9314840,18118900,18056000,26891300,3103680,11654700,15653600,50488900,11448500,11116400,43109300,8102460,43778300,42362800,7731950,6058770,5627
4700400,75276100,9366850,18450500,18492200,27105100,3154670,11809300,15729700,51698000,11671600,11197000,43316800,8346670,45326700,43623900,7891270,6241120,5628
4614960,74117900,9256830,18477400,17466500,26839800,3216380,11601900,15699600,52305000,11864300,11102900,43557600,8507660,46467900,44079400,7992120,6397710,5629
4643100,73526700,9157810,18458200,17607700,26698600,3208370,11518600,15609600,51067400,11779700,11012400,43639000,8496260,46008300,44020700,8093620,6404410,5630
4565700,72068200,9104800,18107400,17369500,26522300,3165980,11424200,15477500,50671600,11697600,10965200,42950400,8295140,45162000,43980200,8101810,6329160,5631
4405870,70009400,8977780,17843100,17067800,26306800,3098150,11464000,15366400,49269000,11581100,10799500,42710300,8228810,45027900,43967000,8047410,6281600,5632
4351590,68761500,8991780,17392300,16746000,25953000,2976680,11315900,14939100,48312400,11508300,10552300,42762300,8302570,44765700,43630000,8040040,6196760,5633
4538560,67997700,8894760,17065500,16314200,25678500,2936270,11244600,14972200,48058000,11236800,10220200,43498700,8429080,43860400,43196800,8069000,6107200,5634
4391800,67384700,9019780,16893500,15896900,24627800,2901450,11173300,14700000,48545200,11089800,10196800,43671700,8497320,42811400,42722100,8090810,6090350,5635
4142510,66323100,9004780,17127000,15300100,23761500,2907640,11146500,14385800,47054200,11401300,10473300,42651200,8918200,41942200,42832400,8329200,6190180,5636
3969610,64820900,8873760,18298600,15152400,23377300,2927260,11131700,14454800,46166300,11793400,10327500,41380600,9084960,43498500,44328300,8799030,6615960,5637
3973630,63451100,8522690,17579700,14808100,23941900,2622030,11260400,14235700,46062200,11139900,9692750,41836200,8527160,42233800,42655300,8709170,6337630,5638
3643920,58613400,8259630,16060200,14094700,23200200,2237170,10790100,13273000,48168000,10241200,9106290,41090800,8203090,39303000,39580400,8162170,5875440,5639
3257910,53099400,7812550,14816500,12872700,21811200,2037980,10137600,12107200,45913800,9580230,8710290,37300300,7658750,36533500,36725200,7563210,5336810,5640
3006610,49646600,7397460,13740100,12667500,20020700,1985370,9672890,11525800,40473500,8992770,8520020,32364200,7099860,33906000,34314300,6773600,4929880,5641
2880960,47571600,7218430,13208600,12063400,18902200,1914720,9294310,11198600,39540400,8593260,8256610,29070700,6697540,32096200,32373000,6137510,4541660,5642
2832710,46244300,7108410,12929900,12101300,18236600,1886480,9221180,11085500,37475800,8310990,8055960,27549500,6446500,30921800,31023900,5751720,4476950,5643
2822650,46336300,7160420,12853900,11764100,18051400,1836900,9246170,11019500,36121300,8309030,7985360,26461100,6291180,30208100,30292100,5606650,4378070,5644
2871910,47264500,7316450,12974100,11694700,18138800,1935370,9279500,11059500,36272600,8459520,8331850,26300400,6235400,30291400,30081600,5591880,4411660,5645
3071950,50994600,8032590,12938500,12886500,18899800,2245010,9465550,11530800,38337200,8764490,9169030,26553600,6263220,31560100,30610900,5717160,4491490,5646
3551440,59387500,8871760,14223500,14251000,20475900,2593930,10206100,13012800,40603100,9654900,9948870,28036600,6534170,33210800,31807300,6179190,4913230,5647
4196790,66003300,9155810,15934300,15841400,22513100,2907500,11457500,14708000,43481900,10571900,10398200,31606800,7142750,35447800,34195900,6821850,5391160,5648
4505390,69357300,9225820,17062600,16784600,24669300,3066660,11765800,15289400,46739900,11111200,10713800,37529000,7721590,38595800,37849700,7391170,5831370,5649
4616970,71136600,9288840,17660500,17146400,25911400,3104320,11666700,15430500,49157100,11437800,10849400,42005000,8082980,41573400,40944800,7660980,6078660,5650
4715480,72924000,9306840,17820000,17730000,26518800,3088200,11738900,15645600,50575400,11730800,11010200,43610000,8381470,42954500,42633000,7822690,6212990,5651
4711460,74568700,9302840,18219800,18201700,26781600,3066510,11599100,15708600,51747100,11886500,11075100,44064000,8681710,44209300,43760500,8001150,6326940,5652
4610940,74312300,9239830,18280400,17484600,26596100,3112200,11547300,15652600,52280500,12050900,11030600,44569500,8908240,45122200,44144100,8203120,6417910,5653
4635060,73384100,9076800,18356300,17659800,26376000,3139660,11432500,15562600,51346400,12042900,10878600,44861900,8873690,44350100,43956900,8335960,6376100,5654
4523480,72389100,9009780,17915200,17528500,26291200,3129870,11483400,15430500,50708000,11928600,10847500,44621900,8741530,43553600,44001400,8226050,6296090,5655
4343550,71172200,8812740,17547000,17363100,26062500,3013480,11621400,15384400,49471400,11807100,10706000,44032200,8688030,43737900,43710900,8251300,6245820,5656
4281230,69177800,8781740,17213500,16907000,25668300,2899920,11525100,15051200,48629600,11620400,10421700,43969500,8795720,43675100,43890100,8228270,6179910,5657
4452110,68546400,8726730,16910800,16399000,25597700,2850050,11423300,14929100,48282900,11360100,10140400,44601000,8949270,42915700,43305100,8183210,6088690,5658
4345560,68124300,8795740,16649400,15913300,24749000,2799240,11371400,14532900,48858500,11224100,10096100,44936900,9014080,41671900,42661400,8336790,6115010,5659
4095260,66979800,8812740,16845400,15480000,23944000,2805870,11272400,14361700,47549200,11463400,10385900,44058400,9387420,40889600,42961000,8485180,6204170,5660
3952520,66086100,8743730,18113100,15433700,23678900,2902270,11282600,14439800,47153400,11908400,10228500,42764500,9350800,42775200,44487300,8992610,6624760,5661
3918340,64888800,8553690,17413500,14746100,23987900,2627690,11498200,14382800,46001300,11257900,9619900,43163700,8763320,41527800,42651200,8848740,6331670,5662
3575560,59609400,8298640,16002500,14037100,22935100,2310800,11160400,13265000,48017700,10348500,9038750,41889700,8415720,38857500,39803100,8320960,5909000,5663
3203630,54123100,7853550,14789600,12877900,21717200,2090390,10363400,12233300,45745900,9620630,8634860,37546500,7901910,36194600,37273800,7697210,5332560,5664
2952330,50348200,7469480,13725700,12724500,19966000,1940540,9833950,11547800,40650200,8939050,8422260,33040000,7346200,33219400,34775800,6924620,4919970,5665
2808580,48015600,7275440,12972200,12320300,18973800,1868950,9643270,11213600,39782000,8664980,8183280,29592000,6958480,31210400,32798100,6264300,4682490,5666
2747260,46522700,7235430,12708800,12231600,18339800,1862430,9479430,11083500,37517000,8366000,8056820,28159500,6677520,30189400,31408500,5856130,4499490,5667
2744250,46815900,7313450,12674200,11858600,18271700,1905870,9441480,11016500,36071200,8300380,8034090,27303500,6507560,29676400,30749600,5692990,4492230,5668
2807580,48103000,7460480,12736700,11725400,18309400,1979780,9553480,11144600,36315800,8483100,8355370,26844000,6455700,29709100,30307300,5606270,4494150,5669
3026710,51767500,8142610,12696300,12820400,19041400,2212430,9730280,11544800,38561100,8727440,9179240,26757800,6494880,31158300,30777900,5878830,4516290,5670
3525300,60364000,8808740,14036100,14318800,20608300,2581700,10419000,12927800,40895800,9525980,9920140,27974300,6708010,32734100,32243500,6263450,4879270,5671
4153560,67673400,9130810,15580600,16020800,22589900,2896690,11850900,14582900,44025100,10500400,10355000,31404100,7317130,34749300,34749500,6889770,5317130,5672
4450100,71462100,9361850,16784900,17067800,24842200,3045920,12208200,15148300,47175000,11084400,10744800,37134800,7882290,37782600,38592600,7501510,5786380,5673
4530520,72712400,9441870,17384600,17491500,26147300,3084070,12131400,15317400,49684500,11472000,10897600,41677700,8240930,40625000,41697800,7817840,6037720,5674
4606920,74687200,9451870,17641200,17777800,26479200,3075010,12111900,15363400,51157800,11747500,11120000,43861200,8525560,42163700,43375900,7953400,6135080,5675
4558670,75946700,9360850,17984400,18089500,26816000,3100540,11881500,15358400,51982900,12028300,11171000,44417000,8808920,43332500,44290900,8156330,6340360,5676
4409890,74974800,9286840,18051600,17010100,26461300,3086300,11849100,15098200,52294200,12133100,11047900,44586700,9032240,44139600,44720000,8382610,6467210,5677
4288260,72283300,9118800,18119900,16821500,26481100,3070810,11772200,14890100,50936800,11897800,10849200,44521600,9044390,43311900,44253400,8470900,6444660,5678
4133460,70193400,9029790,17810400,16668400,26219800,3067640,11539900,14596900,50196200,11841300,10818700,43704700,8936150,42279900,44431600,8413950,6374510,5679
